Date,Bid,Descript
2017/12/14,000063.SZ,中兴通讯 携手 velcom 在 白俄罗斯 发布 首家 商用 NBIoT 网络 
2017/12/14,000063.SZ,中兴通讯 携手 velcom 在 白俄罗斯 首家 商用 NBIoT 网络 
2017/12/14,000063.SZ,通信 行业 周报 关注 联通 边际 改善 及 中兴 物 联网 平台 发布 
2017/12/14,000063.SZ,中兴通讯 发布 物 联网 平台 兴云使 能 行业 推动 创新 价值 变现 
2017/12/15,000063.SZ,强烈推荐 评级 中兴通讯 深度 报告 业务 全景 解构 份额 提升 领跑 G 
2017/12/15,000063.SZ,做 懂 行业 的 国产化 云 桌面 中兴 uSmartView 点亮 
2017/12/15,000063.SZ,中兴通讯 G 产品 已 全面 参与 国家 试验 第二阶段 测试 
2017/12/15,000063.SZ,东兴 证券 中兴通讯 买入 评级 投资 评级 顶尖 财经网 
2017/12/15,000063.SZ,对话 中兴通讯 从 芯 网云 战略 看 一个 物 联网 老兵 的 发展 之 路 
2017/12/15,000063.SZ,中兴 回应 子公司 一 员工 大楼 坠亡 会同 家属 配合 警方 妥善处理 
2017/12/15,000063.SZ,两市 家 预计 全年 扭亏 中兴通讯 等 利润 大 反转 
2017/12/16,000063.SZ,中兴 员工 坠楼 身亡 家属 死者 因 内部 宫斗 被 离职 网信 科技 无 裁员 
2017/12/16,000063.SZ,三年 前 杨 向阳 投 了 家 AI 成像 公司 创始人 曾 在 中兴通讯 任职 明年 欲 推 芯片 
2017/12/16,000063.SZ,中兴通讯 深圳 人才 公寓 涉以 租 代售 被 住 建局 约 谈 整改 
2017/12/18,000063.SZ,安信 通信 日报 华为 中兴 烽火 诺基亚 中标 中国移动 年 GPON 扩容 项目 
2017/12/18,000063.SZ,中兴通讯 成功 承办 FSAN 和 ITUT 联合 会议 助力 下一代 PON 标准 发展 
2017/12/18,000063.SZ,中兴通讯 预计 年 全年 净利润 超 
2017/12/18,000063.SZ,IHS 看好 中兴通讯 成为 领先 G 供应商 
2017/12/18,000063.SZ,优于 大势 评级 通信 行业 周报 GNSA 正式 版本 即将 发布 关注 相关 投资 机会 
2017/12/18,000063.SZ,增持 评级 通信 行业 周报 运营商 争相 推进物 联网 商用 NBIOT 有望 率先 放量 
2017/12/18,000063.SZ,通信 行业 研究 巨头 聚焦 物 联网 平台 中 移动 NB 上海 商用 
2017/12/19,000063.SZ,中兴 微 首款 NBIoT 芯片 朱雀 详解 安全 功耗 成本 都 不是 
2017/12/19,000063.SZ,中兴通讯 力拔 头筹 助力 中国电信 开启 云 资源 池 SDN 化 序幕 
2017/12/20,000063.SZ,贝 莱德 增持 上海石化 万股 另 增持 中兴通讯 万股 
2017/12/20,000063.SZ,买入 评级 深度 公司 中兴通讯 点评 首名 中标 电信 云 资源 池 SDN 凸显 综合 业务 能力 
2017/12/20,000063.SZ,中兴 胡凯伟 G 的 核心 是 AI 和 万物 互联 
2017/12/20,000063.SZ,中兴通讯 携手 中国联通 网研院 联合 推进 运营商 级 带 内 定位 网 
2017/12/20,000063.SZ,中兴通讯 电信 级云 资源 平台 TECS 获云 安全 CSASTAR 国际 认证 
2017/12/21,000063.SZ,中兴通讯 业务 全景 解构 份额 提升 领跑 G 强烈推荐 评级 
2017/12/21,000063.SZ,首版 GNR 标准 冻结 中兴通讯 携手 业界 加速 G 商用 
2017/12/21,000063.SZ,海通 朱 劲松 团队 中兴通讯 点评 微电子 业务 加速 发力 G 物 联网 发展 提速 
2017/12/21,000063.SZ,无线 充电 板块 拉升 中兴通讯 领涨 
2017/12/21,000063.SZ,全球 移动 通信 行业 蓄势待发 全面 开启 GNR 新纪元 
2017/12/22,000063.SZ,中兴通讯 联合 开展 GHz 频段 G 试验 
2017/12/22,000063.SZ,中兴通讯 联合 开展 GHz 频段 G 试验 加速 G 在 意大利 部署 
2017/12/22,000063.SZ,中兴通讯 丁光河 千兆 LTE 将 是 未来 年内 G 支撑点 
2017/12/23,000063.SZ,中兴通讯 GAI 将 再次 颠覆 人类 感知 中兴 致力 成为 G 使能者 
2017/12/23,000063.SZ,通信 行业 G 连接 未来 北斗 指引 前方 
2017/12/24,000063.SZ,招商 通信 通信 行业 信息 周报 年 第周 非 独立 组网 G 空口 标准 正式 冻结 物 联网 模组 行业 整合 加剧 
2017/12/25,000063.SZ,中兴通讯 与 万科 签署 宗 地 开发 意向书 
2017/12/25,000063.SZ,全球 存储 大会 中兴通讯 提出 CloveStorage 与 Alluxio 融合 以期 向 大 数据 迈进 
2017/12/25,000063.SZ,通信 行业 周报 GNR 首版 标准 冻结 
2017/12/26,000063.SZ,科技 晚报 中兴 初选 万科 为 超级 总部 开发商 LG 拟 在 华建 OLED 工厂 
2017/12/26,000063.SZ,中兴通讯 机顶盒 搭载 安全 浏览器 内核 单季 全球 销售 万台 
2017/12/26,000063.SZ,中兴 押宝 G 能否 度过 危机 营收 不及 华为 五分之一 
2017/12/26,000063.SZ,k 线 快讯 中兴通讯 万平 深圳湾 超级 总部 基地 将 由 万科 提供 服务 
2017/12/26,000063.SZ,中兴 初选 万科 为 超级 总部 开发商 后者 亿签 意向 金 
2017/12/26,000063.SZ,通信 行业 周报 中国 参与 牵头 GNR 首版 标准 落地 进一步 验证 我国 国际 话语权 提升 趋势 
2017/12/26,000063.SZ,通信 行业 周报 物 联网 投资 机会 初现 G 稳步 推进 中 
2017/12/26,000063.SZ,新 通信 行业 周报 中 移动 助力 GNR 标准 冻结 NGOF 成立 贡献 光 网络 中国 智慧 
2017/12/26,000063.SZ,通信 行业 周报 G 非 独立 组网 标准 获批 光网 建设 正 芳华 
2017/12/27,000063.SZ,中兴 董事长 发表 新年 致辞 聚焦 与 创新 拥抱 最好 的 时代 
2017/12/27,000063.SZ,中兴通讯 董事长 全球 G 商用 进程 加速 公司 站 在 新 技术 变革 的 浪潮 之巅 
2017/12/27,000063.SZ,IPv 规模 部署 势如破竹 中兴通讯 高端 路由器 TM 系列 助力 国家 IPv 战略 
2017/12/27,000063.SZ,中兴 营收 不及 华为 五分之一 G 难解 近渴 
2017/12/27,000063.SZ,通信 行业 周报 G 非 独立 空口 标准 冻结 通信 模组 厂商 整合 促进 市场 集中度 提升 
2017/12/28,000063.SZ,中兴 手机 市场份额 下滑 专家 产品 和 渠道 未 跟上 步伐 
2017/12/28,000063.SZ,每年 投入 亿 中兴 殷一民 未来 中兴 将 引领 G 商用 
2017/12/28,000063.SZ,中兴通讯 成功 中标 中国电信 年云 桌面 集采 项目 
2017/12/28,000063.SZ,引领 G 商用 中兴通讯 持续 优化 全球 市场 格局 
2017/12/28,000063.SZ,G 商用 跑步 而 来 中兴通讯 领衔 跳 起 科技 牛舞 
2017/12/29,000063.SZ,光弘 科技 唐 建兴 大陆 EMS 的 崛起 从 亏损企业 到 华为 中兴 的 供货商 
2017/12/29,000063.SZ,中兴通讯 多项 创新 荣获 人民邮电 编辑 推荐奖 
2017/12/29,000063.SZ,中兴通讯 中标 中国电信 年云 桌面 集采 项目 
2017/12/29,000063.SZ,通信 行业 年度 投资 策略 大浪淘沙 变革 中 寻找机会 
2017/12/29,000063.SZ,强于 大 市 评级 通信 行业 周报 G 非 独立 组网 方案 发布 继续 关注 国内 G 通信 产业链 龙头 
2018/1/2,000063.SZ,解读 中兴通讯 三大 业务 亮点 
2018/1/2,000063.SZ,通信 行业 年 通信 迎来 新篇章 重点 布局 光通 G 万物 互联 
2018/1/2,000063.SZ,通信 行业 周报 联通 大王 卡 用户 突破 万 宽带接入 市场 价格战 仍 在 持续 
2018/1/3,000063.SZ,港股 异动 光电子 产业 迎 重磅 利好 中兴通讯 涨 
2018/1/3,000063.SZ,中兴通讯 今 反弹 逾 终止 设立 中和秋实 基金 昨日 下跌 
2018/1/3,000063.SZ,华泰 证券 中兴通讯 买入 评级 
2018/1/3,000063.SZ,海通 通信 一周 谈 G 相关 硬件 子 行业 的 投资 弹性 
2018/1/3,000063.SZ,新 通信 行业 周报 网络 强国 建设 推动 信息 通信产业 发展 NBIoT 作为 主流 蜂窝 物联 标准 加快 物 联网 产业 发展 
2018/1/3,000063.SZ,通信 行业 中国联通 开通 eSIM 中国电信 计划 今年 启动 中等 规模 G 外场 试验 
2018/1/3,000063.SZ,通信 行业 周报 年 G 渐行 渐近 业绩 主题 双轨 加速 
2018/1/4,000063.SZ,中兴通讯 携手 中国移动 赢 开源 一等奖 呼和浩特 私有 云 SDN 项目 获 业界 瞩目 
2018/1/4,000063.SZ,中兴通讯 vBRAS 构筑 美好 虚拟化 之 路 
2018/1/4,000063.SZ,中兴通讯 快评 G 标准 领域 影响力 持续 提升 聚焦 与 创新 并行 
2018/1/5,000063.SZ,中兴通讯 现笔 大宗 交易 共 成交 万元 
2018/1/5,000063.SZ,通信 行业 跟踪 报告 美国 废除 网络 中立政策 解读 
2018/1/5,000063.SZ,通信 行业 点评 通信 行业 大事记 布局 光通 G 万物 互联 
2018/1/8,000063.SZ,中兴通讯 将 在 CES 上 展示 G 技术 及 中兴 天机 AxonM 
2018/1/8,000063.SZ,中兴通讯 G 标准 领域 影响力 持续 提升 买入 评级 
2018/1/8,000063.SZ,中兴 将 在 章丘 建 环保 大 数据中心 
2018/1/8,000063.SZ,中兴通讯 CloudStudioVNFM 产品 获 GlobalData 行业 领导者 评级 
2018/1/8,000063.SZ,我们 在 一起 中兴通讯 在 全球 保障 新年 通信 网络 运行 
2018/1/8,000063.SZ,年 券商 十大 金股 出炉 万科 和 中兴通讯 成 最 爱 
2018/1/8,000063.SZ,通信 行业 周报 韩国 宣布 将 启动 G 频谱 拍卖 
2018/1/8,000063.SZ,深度 行业 通信 行业 年度 投资 策略 G 驱动 全球 通信业 的 中国 时代 
2018/1/9,000063.SZ,中兴通讯 荣获 国家 技术 发明奖 和 国家 技术 进步奖 
2018/1/9,000063.SZ,中兴通讯 助力 中国电信 完成 全球 首次 vBRAS 全解 耦 测试 
2018/1/9,000063.SZ,中兴通讯 将 在 CES 上 展示 中兴 天机 AxonM 
2018/1/9,000063.SZ,通信 行业 政策 点评 智能 汽车 战略 落地 凸显 G 和物 联网 价值 
2018/1/9,000063.SZ,通信 行业 周期性 研究 系列 报告 之三 电信 主 设备 商 的 竞合 与 发展 
2018/1/9,000063.SZ,通信 行业 双 周报 三大 运营商 定调 中国联通 五新 深入 推进 混改 
2018/1/9,000063.SZ,通信 设备 行业 研究 运营商 明确 新 一年 工作 方向 关注 G 和物 联网 投资 机会 
2018/1/10,000063.SZ,双屏 手机 G 技术 CES 中兴通讯 以 创新 夺 眼球 
2018/1/10,000063.SZ,华为 美国 受阻 中兴 双屏 手机 CES 受热捧 
2018/1/11,000063.SZ,中兴 CEO 程 立新 坚定 发力 G 更 关注 聚焦 和 创新 
2018/1/11,000063.SZ,家 公司 预计 扭亏 中兴通讯 等 利润 反转 王 出炉 
2018/1/12,000063.SZ,中兴通讯 力争 年初 在 美国 推出 G 智能手机 
2018/1/12,000063.SZ,中兴通讯 美国 CEO 年初 在 美国 推出 G 智能手机 
2018/1/12,000063.SZ,中兴通讯 美国 CEO 目标 是 在 年初 在 美国 推出 G 智能手机 
2018/1/12,000063.SZ,通信 行业 深度 分析 G 十年 一遇 的 代际 升级 通信 投资 盛宴 即将 开启 
2018/1/15,000063.SZ,G 大 时代 下 的 挑战 华为 中兴 美国 梦 一波三折 
2018/1/15,000063.SZ,盘点 中兴通讯 G 先锋 走上 康庄大道 
2018/1/15,000063.SZ,通信 行业 信息 周报 硅光 路径 趋于 明朗 光缆 招标 落地 彰显 量 价齐升 
2018/1/15,000063.SZ,通信 行业 周报 北斗 三号 一箭双 星 发射 移动 光纤 光缆 集采 开标 
2018/1/16,000063.SZ,港股 异动 中兴通讯 拟 于 年内 推出 G 手机 股价 涨 逾 
2018/1/16,000063.SZ,中兴通讯 终端 产业 项目 落户 长沙 
2018/1/16,000063.SZ,中兴通讯 ZXR 系列 路由器 获 IPvReadyPhase 金牌 认证 
2018/1/17,000063.SZ,g 概念 股票 中兴通讯 G 标准 领域 影响力 持续 提升 
2018/1/17,000063.SZ,通信 行业 G 是 年 的 通信 行业 投资 主 逻辑 
2018/1/18,000063.SZ,中兴通讯 国内 首发 天机 AxonM 将 探索 G 终端 形态 
2018/1/18,000063.SZ,中兴通讯 今日 大宗 交易 成交 万股 成交价 元 折价 
2018/1/19,000063.SZ,杉杉 股份 石墨 烯 导热 垫 研究成果 已 应用 于 中兴通讯 
2018/1/19,000063.SZ,中兴通讯 参建 欧洲 第一个 G 预 商用 网络 
2018/1/19,000063.SZ,中兴 要 当 全球 G 先锋 
2018/1/19,000063.SZ,通信 设备 行业 从 技术 研发 到 产品 研发 g 商用 再 加速 
2018/1/21,000063.SZ,电动汽车 百人会 中兴通讯 汽车 田锋 中兴通讯 在 智能 汽车产业 发展 的 推动力 
2018/1/21,000063.SZ,杉杉 股份 澄清 未 与 中兴通讯 签署 石墨 烯 导热 垫 相关 协议 
2018/1/21,000063.SZ,华创 通信 周 观点 CDN 行业 竞争 格局 趋缓 价格战 逐步 探底 推荐 关注 网宿 科技 
2018/1/22,000063.SZ,设备 率先 到位 中兴通讯 为 G 国测 第三阶段 测试 做好 准备 
2018/1/22,000063.SZ,中兴通讯 在 美 发展 屡遭 坎坷 中国 企业 缺芯 少魂 怎破局 
2018/1/22,000063.SZ,新 规范 助力 G 行业 发展 机构 看好 创新 类 通信 股 
2018/1/23,000063.SZ,中兴通讯 获评 年度 G 商用 领先 及 最具 创新力 大奖 
2018/1/23,000063.SZ,中兴通讯 在 美 发展 阻拦 重重 国企 如何 突破 大国 封锁 
2018/1/24,000063.SZ,认罚 亿美元 后 中兴通讯 在 美 发展 再遇 阻碍 
2018/1/24,000063.SZ,新 通信 行业 周报 中 移动 建 G 规模 试验 Verizon 加入 开源 云 网络 
2018/1/24,000063.SZ,通信 行业 周报 民航 WiFi 试水 支付宝 切入 ETC 关注 通信 行业 微 创新 
2018/1/25,000063.SZ,安信 通信 日报 中兴通讯 与 Qualcomm 共同 宣布 G 领航 计划 
2018/1/25,000063.SZ,中兴 与 高通 宣布 G 领航 计划 加速 推出 G 商用 终端 
2018/1/25,000063.SZ,中兴通讯 与 万科 签订 正式 协议 时间 不得 晚于 
2018/1/26,000063.SZ,小米 OV 中兴 联想 一起 站台 高通 想 让 你 明年 就 用 上 G 手机 
2018/1/26,000063.SZ,通信 行业 研究 周报 G 加速 催生 新 业态 
2018/1/27,000063.SZ,中兴 手机 国内 失意 押宝 G 翻身 
2018/1/28,000063.SZ,万科 亿入局 中兴通讯 深圳湾 商办 项目 占 土地 款 
2018/1/29,000063.SZ,安信 通信 每周 观点 爱立信 发布 全球 首个 G 小 基站 中兴 与 高通 宣布 G 领航 计划 
2018/1/29,000063.SZ,中兴通讯 负面 缠身 营收 停滞 机构 合力 围剿 狂 甩 亿 
2018/1/29,000063.SZ,白马股 中兴通讯 大跌 游资 接盘 机构 甩货 
2018/1/29,000063.SZ,机构 买入 这股 狂 抛 中兴通讯 逾 
2018/1/29,000063.SZ,中兴通讯 遭 机构 抛售 五 机构 合计 卖出 
2018/1/29,000063.SZ,中兴通讯 大跌 五 机构 席位 甩卖 逾 
2018/1/29,000063.SZ,中兴通讯 龙虎榜 数据 
2018/1/29,000063.SZ,机构 抛售 中兴通讯 游资 席位 接盘 
2018/1/29,000063.SZ,手机 界 开始 颤抖 刚刚 中兴 股价 暴跌 这个 危机 信号 来 了 
2018/1/29,000063.SZ,中兴通讯 股价 暴跌 得怪 手机 不好 卖 
2018/1/29,000063.SZ,G 概念股 重挫 中兴通讯 跌近 
2018/1/29,000063.SZ,通信 行业 白马股 出现 大幅 调整 分析师 或 为 机构 调仓 所致 
2018/1/30,000063.SZ,券商 看好 中兴通讯 发展前景 G 先锋 领跑 年 
2018/1/30,000063.SZ,G 商用化 进程 提速 中兴通讯 积极 抢占 先机 
2018/1/30,000063.SZ,中兴通讯 ZXRMS 系列 路由器 获 IPvReadyPhase 金牌 认证 
2018/1/30,000063.SZ,富瑞 美国政府 接手 G 网络 开发 对 中兴通讯 无 影响 
2018/1/30,000063.SZ,中兴通讯 大跌 机构 卖出 
2018/1/30,000063.SZ,中兴通讯 连跌 三日 建议 投资者 切莫 盲目 抄底 
2018/1/31,000063.SZ,中兴通讯 计划 融资 加码 G 和 补充 流动资金 
2018/1/31,000063.SZ,中兴通讯 时隔 年 再次 增发 计划 融资 亿 
2018/1/31,000063.SZ,中兴通讯 董事会 审议 通过 增发 议案 及 募资 不超 用于 G 项目 
2018/1/31,000063.SZ,中兴通讯 增发 无需 编制 前次 募集 资金 使用 情况 报告 
2018/1/31,000063.SZ,中兴通讯 拟 发行 不超 亿股 
2018/1/31,000063.SZ,中兴通讯 制定 未来 年 股东 分红 回报 规划 
2018/1/31,000063.SZ,中兴通讯 拟定 增募 资亿 投向 G 网络 
2018/1/31,000063.SZ,中兴通讯 涨 近日 前 获富 瑞续予 买入 
2018/1/31,000063.SZ,领先 大市 A 评级 通信 行业 周报 爱立信 发布 全球 首个 G 小 基站 中兴 与 高通 宣布 G 领航 计划 
2018/1/31,000063.SZ,买入 评级 通信 行业 研究 周报 生态 各方 合作 加速 G 商用 进程 中国联通 混改 步入 深水 区 
2018/1/31,000063.SZ,平安 行业动态 跟踪 报告 通信 通信 行业 年 年报 前瞻 强于 大 市 
2018/1/31,000063.SZ,增持 评级 通信 设备 行业 深度 研究 中国联通 混改 持续 落地 建议 关注 国企改革 G 领域 投资 机会 
2018/1/31,000063.SZ,通信 行业 日报 物 联网 边缘 计算 国际标准 项目 成功 立项 
2018/2/1,000063.SZ,中兴通讯 年度 非 公开 发行 发行价 不 低于 元股 
2018/2/1,000063.SZ,中兴通讯 业绩 快报 去年 利润 同比 增长 
2018/2/1,000063.SZ,中兴通讯 宣布 发行价 不会 低于 每股 人民币 元 
2018/2/1,000063.SZ,中兴通讯 年 净利 超三大 业务 板块 均 同比 增长 
2018/2/1,000063.SZ,中兴通讯 股份有限公司 年度 非 公开 发行股票 预案 
2018/2/1,000063.SZ,公告 精选 个 跌停 后 ST 保 千里 称 积极 处置 涉嫌 违规 担保 问题 中兴通讯 年 净利 超亿 
2018/2/1,000063.SZ,公告 精选 江南 嘉捷 拟 更名 为 三 六零 中兴通讯 年 净利 超 
2018/2/1,000063.SZ,中兴通讯 全年 净利润 初步 数据 同比 增倍 
2018/2/1,000063.SZ,中兴通讯 定增 价格 将 不 低于 元股 年 扭亏为盈 净赚 
2018/2/1,000063.SZ,中兴 发布 业绩 预报 净利 超 同比 大增 
2018/2/1,000063.SZ,中兴通讯 年 净利 超 同比 扭亏为盈 
2018/2/1,000063.SZ,中兴通讯 领跑 中国移动 单 载波 GOTN 实验室 测试 
2018/2/1,000063.SZ,中兴通讯 跌停 市值 蒸发 亿 融资 余额 
2018/2/1,000063.SZ,中兴通讯 不 存在 大幅 折价 定增 发行 向 特定 对象 输送 利益 的 情形 
2018/2/1,000063.SZ,中兴通讯 拟 增发 投入 G 研发 买入 评级 
2018/2/1,000063.SZ,中兴通讯 不 存在 大幅 折价 定增 发行 向 特定 对象 输送 利益 的 情形 
2018/2/1,000063.SZ,东吴 证券 中兴通讯 买入 评级 
2018/2/1,000063.SZ,恒指 半日 跌 中兴通讯 跌 
2018/2/1,000063.SZ,瑞士联合银行 集团 UBS 上调 中兴通讯 及 H股 评级 
2018/2/1,000063.SZ,孙云翔 评级 中兴通讯 公司 研究 增发 规模 略超 市场 预期 G 发展趋势 下 仍 将 强者 更强 
2018/2/1,000063.SZ,受益 G 部署 瑞银 大幅 上调 中兴通讯 H股 目标价 
2018/2/1,000063.SZ,港股 异动 中兴通讯 拟定 增亿 A H股 齐 下跌 
2018/2/1,000063.SZ,拟定 增不超 中兴通讯 今日 早间 触及 跌停 
2018/2/1,000063.SZ,中兴通讯 抛 亿定 增 方案 押宝 G 拟 增发 亿股 
2018/2/1,000063.SZ,拟 增发 募资 中兴通讯 盘中 跌超 
2018/2/1,000063.SZ,中兴通讯 定增 亿 加码 G 产品开发 致力于 成为 G 先锋 
2018/2/1,000063.SZ,十年 再度 股权 融资 中兴通讯 推 百亿 级定 增 抢滩 G 
2018/2/1,000063.SZ,中兴通讯 大跌 逾拟 增发 募资 
2018/2/1,000063.SZ,中兴通讯 拟 增发 募资 重点 投向 G 研究 与 开发 
2018/2/1,000063.SZ,中兴通讯 快 评拟 增发 投入 G 研发 长期 受益 
2018/2/1,000063.SZ,中兴通讯 拟定 增不超 
2018/2/1,000063.SZ,中兴通讯 拟定 增不 超过 富瀚微 净利润 下滑 股票 跌停 
2018/2/1,000063.SZ,强于 大 市 评级 通信 行业动态 跟踪 报告 通信 行业 年 年报 业绩 前瞻 
2018/2/1,000063.SZ,强于 大 市 评级 通信 行业 点评 是 机会 还是 陷阱 理性分析 后 应当 乐观 看待 
2018/2/2,000063.SZ,中兴 抛 亿定 增 募资 G 第一股 抢位 行业 爆发 
2018/2/2,000063.SZ,中兴通讯 业绩 快报 会 成为 止跌 良药 吗 
2018/2/2,000063.SZ,中兴通讯 将 于 举行 股东大会 审议 增发 议案 
2018/2/2,000063.SZ,买入 评级 深度 公司 中兴通讯 点评 定增 预案 公告 聚焦 G 核心 竞争力 
2018/2/2,000063.SZ,买入 评级 中兴通讯 点评 三大 业务 均 实现 增长 定 增加 码 G 研发 
2018/2/2,000063.SZ,强烈推荐 A 评级 中兴通讯 点评 非 公开 发行 加码 G 研发 G 先锋 发力 未来 
2018/2/2,000063.SZ,买入 评级 中兴通讯 公告 点评 公司 发布 增发 预案 强化 G 研发 
2018/2/2,000063.SZ,押宝 G 的 中兴通讯 市值 缘何 蒸发 亿 
2018/2/2,000063.SZ,业绩 靓丽 中兴通讯 开盘 走强 
2018/2/2,000063.SZ,光大 通信 中兴通讯 拟定 增强 化 G 布局 设备 商 龙头 长期 成长 确定 
2018/2/2,000063.SZ,中兴通讯 年度 盈利 同比 增长 经营 活动 现金 净流入 
2018/2/2,000063.SZ,中兴通讯 逆势 上扬 股价 重回 元 
2018/2/2,000063.SZ,买入 评级 中兴通讯 点评 定 增大 力 加码 G 增强 公司 长期 竞争力 
2018/2/2,000063.SZ,中兴通讯 年 营收 净利润 
2018/2/2,000063.SZ,中兴通讯 锁定 定增 价格 不 低于 元 
2018/2/2,000063.SZ,中兴通讯 百亿 定 增压 垮 股价 市值 一日 蒸发 亿 
2018/2/2,000063.SZ,拟定 增不超 投资 G 中兴通讯 股价 昨日 跌停 
2018/2/2,000063.SZ,中兴通讯 年 净利润 同比 增近 倍 江南 嘉捷 简称 将 更名 
2018/2/2,000063.SZ,中兴通讯 拟定 增亿 助力 G 发展 多点 支撑 业绩 增长 可 期 
2018/2/5,000063.SZ,中兴通讯 固网 宽带 终端产品 累计 出货量 已超 亿台 
2018/2/5,000063.SZ,海通 通信 团队 中兴通讯 点评 非 公开 发行 出炉 加码 G 发展 更值 期待 
2018/2/5,000063.SZ,买入 评级 中兴通讯 公司公告 点评 非 公开 发行 出炉 加码 G 发展 更值 期待 
2018/2/5,000063.SZ,深度 挖掘 铜线 潜力 中兴通讯 业界 首发 bbonding 家庭 终端 
2018/2/5,000063.SZ,推荐 评级 通信 行业 周报 云 计算 巨头 持续 高 增长 军工 通信 回暖 加速 
2018/2/5,000063.SZ,强于 大 市 评级 通信 行业 研究 周报 短期 调整 不改 长期 大 趋势 继续 重点 布局 光通 G 
2018/2/5,000063.SZ,新 通信 行业 周报 联通 董事会 提前 换届 超 预期 移动 转售 商用 在 即 行业 竞争 加剧 
2018/2/6,000063.SZ,中兴通讯 定增 遭遇 滑铁卢 募资 亿 两天 蒸发 亿 
2018/2/6,000063.SZ,中兴 公布 G 战略 投 开发 产品 月底 将 发布 准 G 手机 
2018/2/6,000063.SZ,中兴 将 在 MWC 上发 Gbps 手机 最早 年底 推出 G 商用 终端 
2018/2/6,000063.SZ,中兴通讯 将 在 国内 BC 领域 持续 发力 
2018/2/6,000063.SZ,G 商用 近在咫尺 中兴通讯 G 端到 端三大 领先 重拳出击 
2018/2/6,000063.SZ,领先 大市 A 评级 通信 行业 周报 中兴通讯 领跑 中国移动 单 载波 GOTN 测试 
2018/2/6,000063.SZ,增持 评级 G 物 联网 行业 周报 爱立信 诺基亚 年 再 陷 亏损 泥潭 中兴通讯 逆流而上 
2018/2/6,000063.SZ,中兴通讯 完成 中国移动 单 载波 G 测试 
2018/2/6,000063.SZ,推荐 评级 通信 行业 双 周报 联通 改革 持续 发力 大超 预期 业绩 分化 年 继续 关注 绩优 个股 
2018/2/6,000063.SZ,推荐 评级 通信 行业 周报 设备 商 相继 发布 年 财报 产业 迎来 G 利好 
2018/2/6,000063.SZ,同步 大市 A 评级 通信 行业 周度 报告 光通信 物 联网 云 数据中心 标的 年 业绩 预增 明显 工业 互联网 峰会 在 京 召开 
2018/2/6,000063.SZ,超配 评级 通信 行业 周报 年 业绩 预告 已出 龙头 投资 价值 凸显 
2018/2/6,000063.SZ,推荐 评级 通信 行业 信息 周报 财报期 临近 精选 个股 长期 看好 G 及 光通信 
2018/2/6,000063.SZ,东吴 通信 行业 年度 策略 万物 智慧 互联 G 赋能 产业 
2018/2/6,000063.SZ,东吴 晨报 行业 通信 零售 军工 个股 山西汾酒 
2018/2/7,000063.SZ,中兴通讯 如何 应对 愈演愈烈 的 G 大战 
2018/2/7,000063.SZ,G 风口 将临 中兴 领衔 诠释 端到 端 解决方案 
2018/2/7,000063.SZ,G 商用 速度 加快 中兴通讯 公布 G 全新 战略 
2018/2/7,000063.SZ,中兴通讯 将 发布 准 G 手机 G 商用化 进一步 加快 
2018/2/7,000063.SZ,通信 行业 日报 年 我国 电话 用户 总数 达到 亿户 
2018/2/8,000063.SZ,中兴通讯 今日 大宗 交易 成交 万股 成交价 元 折价 
2018/2/8,000063.SZ,中兴通讯 与 日本 软银 在 东京 进行 G 系统 实验 
2018/2/8,000063.SZ,中兴 G 手机 最快 年底 推出 
2018/2/8,000063.SZ,通信 行业 月 报 G 技术 研发 试验 第三阶段 规范 发布 
2018/2/9,000063.SZ,中兴通讯 向 南京 溪软 转让 中兴 软创 股份 不再 控股 
2018/2/9,000063.SZ,中兴通讯 拟以 转让 子公司 中兴 软创 股份 
2018/2/9,000063.SZ,中兴通讯 就 深圳湾 超级 总部 基地 与 万科 签订 委托 协议 预计 获益 亿 
2018/2/9,000063.SZ,中兴通讯 向 南京 溪软 转让 中兴 软创 股权 间接 联手 阿里巴巴 
2018/2/9,000063.SZ,中兴通讯 TECS 首批 通过 OPNFVVerfiedProgram 认证 
2018/2/9,000063.SZ,全 视角 个股 浙江医药 科 斯伍德 海澜 之家 上海 家化 古井 贡酒 洋河 股份 宝信 软件网 宿 科技 中兴通讯 锦江 股份 苏宁 云商 
2018/2/9,000063.SZ,ITUT 成立 未来 网络 机器 学习 焦点 组 中兴通讯 孟伟 当选 架构 组 主席 
2018/2/9,000063.SZ,两市 两融 余额 七 连降 中兴通讯 等 股 遭 抛售 
2018/2/9,000063.SZ,中兴通讯 说好 的 亿定 增 结果 市值 先 蒸发 亿 
2018/2/9,000063.SZ,G 商用 前夕 中兴通讯 秀 肌肉 称 将 获得 比 G 更 多 份额 
2018/2/10,000063.SZ,中兴 携手 万科 运作 深圳湾 超级 总部 基地 项目 预计 获利 
2018/2/10,000063.SZ,中兴通讯 联合 万科 运作 深圳湾 超级 总部 基地 项目 预计 获利 
2018/2/10,000063.SZ,中兴通讯 TECS 首批 通过 开源 社区 OPNFV 项目 认证 
2018/2/10,000063.SZ,安信 通信 中兴通讯 出售 中兴 软创 部分 股权 持续 聚焦 G 与 阿里 ICT 合作 值得 期待 
2018/2/10,000063.SZ,中兴通讯 转让 中兴 软创 股份 不再 控股 
2018/2/11,000063.SZ,买入 评级 中兴通讯 公告 点评 转让 中兴 软创 部分 股权 聚焦 主业 
