Date,Bid,Descript
2014/1/21,000063.SZ,中兴通讯 去年 扭亏为盈 今年 主打 千元 智能机 
2014/1/21,000063.SZ,中兴通讯 预告 全年 最多 赚 亿 人民币 
2014/1/21,000063.SZ,中兴通讯 料 去年 净利润 人民币 亿 
2014/1/21,000063.SZ,中兴通讯 年 年度 业绩 预告 
2014/1/21,000063.SZ,中兴通讯 预计 去年 净利 
2014/1/21,000063.SZ,中兴通讯 预计 去年 净利 增 
2014/1/21,000063.SZ,内控 优化 显 成效 中兴通讯 业绩 预增 约 倍 
2014/1/22,000063.SZ,齐鲁 证券 中兴通讯 峰回路转 买点 到来 公司 研究 
2014/1/22,000063.SZ,中信证券 中兴通讯 利润 转正 四季度 环比 毛利率 持续 改善 
2014/1/22,000063.SZ,海通 证券 中兴通讯 年 系统 终端 双发 力 
2014/1/22,000063.SZ,中兴通讯 初春 乍寒时 最 是 好时机 
2014/1/22,000063.SZ,中兴通讯 年 系统 终端 双发 力 
2014/1/22,000063.SZ,中兴通讯 业绩 预告 低于 预期 因 运营商 年 g 网络 部署 延迟 
2014/1/22,000063.SZ,交银 国际 中兴通讯 中性 评级 目标价 元 
2014/1/22,000063.SZ,齐鲁 证券 中兴通讯 峰回路转 买点 到来 
2014/1/22,000063.SZ,信息科技 中兴通讯 业绩 预告 符合 预期 荐 股 
2014/1/26,000063.SZ,中兴通讯 打造 山西 运城 智慧 城市 产业 集群 
2014/1/27,000063.SZ,招商 证券 中兴通讯 被 低估 的 通讯 龙头 受益 g 具备 业绩 弹性 公司 研究 
2014/1/27,000063.SZ,中兴通讯 做 跨境 电商 强势 入 闽欲造 千亿 级 平台 
2014/1/27,000063.SZ,中兴通讯 打造 运城 智慧 城市 产业 集群 
2014/1/28,000063.SZ,中兴通讯 被 低估 的 通讯 龙头 
2014/2/10,000063.SZ,中兴 HK 对外 担保 万美元 冀 顺利 参与 赞比亚 项目 投标 
2014/2/11,000063.SZ,国泰君安 国际 中兴通讯 收集 评级 目标 元 
2014/2/11,000063.SZ,华泰 证券 中兴通讯 进入 G 收获期 终端 业务 有望 重振 
2014/2/13,000063.SZ,华泰 证券 中兴通讯 进入 G 收获期 重振 终端 业务 公司 研究 
2014/2/14,000063.SZ,瑞银 证券 中兴通讯 有望 丰收 在 即 公司 研究 
2014/2/14,000063.SZ,大 行 报告 瑞银 升 中兴 HK 目标价 至元 评级 买入 
2014/2/14,000063.SZ,瑞银 升 中兴 HK 目标价 至元 评级 买入 
2014/2/15,000063.SZ,中兴通讯 关于 公司 股东 关联方 以及 上市公司 承诺 履行 情况 的 公告 
2014/2/17,000063.SZ,中兴通讯 中国 美国市场 已有 公司 G 手机 销售 
2014/2/18,000063.SZ,重磅 分析师 研报 盘点 或是 中兴通讯 丰收年 
2014/2/18,000063.SZ,中信 建投 通信 行业 重点 推荐 中兴通讯 等 只 个股 
2014/2/19,000063.SZ,中兴通讯 MWC 将 推新 Firefox 手机 主打 中低端 市场 
2014/2/20,000063.SZ,敦沛 金融 中兴通讯 潜在 升幅 建议 买入 
2014/2/21,000063.SZ,中兴通讯 更加 注重 智能手机 的 渠道 拓展 
2014/2/21,000063.SZ,中兴通讯 发布 G 白皮书 展示 下一代 移动 远景 
2014/2/22,000063.SZ,中兴通讯 展示 G 远景 
2014/2/24,000063.SZ,中兴 HK 发布 CloudUniCore 云化 解决方案 
2014/2/24,000063.SZ,中兴通讯 展示 G 远景 
2014/2/25,000063.SZ,中兴通讯 全球 发布 业界 首款 K 超高 清 机顶盒 
2014/2/25,000063.SZ,中兴通讯 借助 大 数据 推出 新运维 平台 
2014/2/26,000063.SZ,中兴通讯 最新 智慧 城市 方案 亮相 MWC 助力 城市 运营 智慧 化 
2014/2/26,000063.SZ,中兴通讯 最新 智慧 城市 方案 亮相 MWC 
2014/2/26,000063.SZ,中兴通讯 发布 K 超高 清 机顶盒 
2014/2/27,000063.SZ,中兴通讯 中标 中国移动 GOTN 集采 项目 
2014/2/27,000063.SZ,中 移动 骨干网 十期 工程 招标 华为 中兴 上海贝尔 中标 
2014/2/27,000063.SZ,中 移动 骨干网 十期 工程 招标 结果 出炉 华为 中兴 上海贝尔 中标 
2014/2/28,000063.SZ,绿盟 科技 立思辰 美亚 柏科 卫士 通 中兴通讯 
2014/3/3,000063.SZ,中兴通讯 德国 子公司 成功 完成 交接 为 EPlus 提供 全面 网络管理 与 运营 业务 
2014/3/3,000063.SZ,中兴通讯 再 获 美国 调查 终裁 胜诉 不 侵犯 TPL 专利 
2014/3/4,000063.SZ,中兴通讯 谋建 G 实验室 
2014/3/4,000063.SZ,中国 通信 行业 云 计算 峰会 本周 开幕 概念股 有望 受益 
2014/3/5,000063.SZ,中兴 HK 自主 研发 LTE 多模 芯片 通过 认证 
2014/3/5,000063.SZ,中兴通讯 自研 国内 首款 nmLTE 多模 芯片 通过 认证 
2014/3/6,000063.SZ,民生 证券 中兴通讯 LTE 多模 芯片 通过 运营商 测试 验证 G 智能手机 中国芯 四模 十八 频 国际 领先 公司 研究 
2014/3/6,000063.SZ,中兴通讯 移动 教育 方案 将 亮相 德国 CeBIT 展 
2014/3/6,000063.SZ,民生 证券 中兴通讯 产业 地位 将 得到 显著 改善 
2014/3/6,000063.SZ,中兴通讯 LTE 多模 芯片 通过 中 移动 认证 
2014/3/7,000063.SZ,环保 卡壳 中兴通讯 锂电 项目 被 叫停 
2014/3/7,000063.SZ,中兴通讯 打破 G 芯片 国外 厂商 垄断 芯片 国产化 加速 
2014/3/10,000063.SZ,京东 与 中兴 强强 联手 售后 到家 实现 极致 体验 
2014/3/10,000063.SZ,腾讯 入股 京东 中兴 间接 受益 
2014/3/10,000063.SZ,腾讯 入股 京东 涉及 中兴通讯 相关 服务 
2014/3/10,000063.SZ,中兴通讯 确认 一名 员工 搭乘 马航 失联 航班 
2014/3/12,000063.SZ,中兴通讯 视频会议 产品 跃居 全球 前 三 
2014/3/12,000063.SZ,中兴通讯 LTE 宽带 多媒体 集群 方案 让 城市 更 安全 
2014/3/12,000063.SZ,传 中兴 HK 推 FunBox 
2014/3/13,000063.SZ,中兴通讯 承建 尼日利亚 铁路 现代化 集成 项目 
2014/3/13,000063.SZ,传中 移动 HKG 二期 集采 招标 出炉 中兴 HK 华为 居前 
2014/3/14,000063.SZ,中兴通讯 携手 巴士 在线 打造 公交 移动 wifi 平台 
2014/3/14,000063.SZ,中兴 HK 携手 巴士 在线 拓 公交 移动 WiFi 平台 
2014/3/14,000063.SZ,中兴通讯 将会 逐步 推出 G 手机 
2014/3/17,000063.SZ,中兴通讯 与 巴士 在线 合作 
2014/3/17,000063.SZ,中兴通讯 万达 信息 等 股票 资金 流速 居前 
2014/3/18,000063.SZ,恒生 银行 信托 国际 增持 中兴通讯 万股 耗资 万 港币 
2014/3/18,000063.SZ,中兴通讯 新 品牌 中兴 红牛 手机 发布 
2014/3/18,000063.SZ,中兴 获美 调查 终裁 三连胜 
2014/3/18,000063.SZ,中兴通讯 年 国际 专利申请 量 居 全球 第二 
2014/3/19,000063.SZ,中兴 联合 联通 发布 千元 G 智能手机 大 Q 
2014/3/19,000063.SZ,中兴 获美 调查 终裁 三连胜 
2014/3/19,000063.SZ,中兴通讯 汉王 科技 等 股票 资金 流速 居前 
2014/3/19,000063.SZ,中兴通讯 三连胜 美 调查 
2014/3/20,000063.SZ,谢清海 增持 中兴通讯 万股 耗资 万 港币 
2014/3/20,000063.SZ,中兴通讯 年 将 推款 G 手机 
2014/3/20,000063.SZ,中兴通讯 G 手机 全面 触网 
2014/3/20,000063.SZ,中兴通讯 瞄准 G 终端 市场 前 两名 
2014/3/20,000063.SZ,中兴 发布 首批 联通 版 千元 G 手机 内置 自创 应用 
2014/3/21,000063.SZ,中信证券 中兴通讯 业绩 反转 长期 战略 价值 呈现 
2014/3/21,000063.SZ,中兴 CDN 系统 通吃 网络 有线 广电 业务 转型 关键点 乍现 
2014/3/26,000063.SZ,中兴通讯 去年 赚 亿 扭亏 拟派 元 
2014/3/26,000063.SZ,公司业绩 中兴 HK 全年 亏 转盈 赚 亿人币 末期 息分 人币 
2014/3/26,000063.SZ,中兴 HK 为 全资 子公司 提供 担保 
2014/3/26,000063.SZ,中兴通讯 年 同比 扭亏 净利 亿拟 派 元 
2014/3/26,000063.SZ,中兴通讯 去年 净利 同比 增 
2014/3/26,000063.SZ,中兴 HK 指 信息 通信 技术 市场需求 强劲 
2014/3/26,000063.SZ,中兴通讯 发布 年 渠道 战略 
2014/3/27,000063.SZ,中兴 净利 飙升 侯为 贵 详解 双增长 路径 
2014/3/27,000063.SZ,中兴通讯 去年 实现 净利 亿 同比 增长 
2014/3/27,000063.SZ,中兴通讯 年 年度报告 主要 财务指标 及 分配 预案 
2014/3/27,000063.SZ,中兴通讯 召开 年度 股东大会 的 通知 
2014/3/27,000063.SZ,中兴通讯 总裁 史立荣 年 目标 为 营收 利润 双增长 
2014/3/27,000063.SZ,中兴 HK 有 信心 今年 实现 收入 与 盈利 双增长 
2014/3/27,000063.SZ,中兴通讯 年报 点评 业绩 拐点 确认 重回 高速 增长 通道 
2014/3/27,000063.SZ,中兴通讯 高 增长 确定 估值 处于 低位 
2014/3/27,000063.SZ,民生 证券 中兴通讯 主营 扭亏 确认 向 好 趋势 手机 政企 决定 未来 高度 
2014/3/27,000063.SZ,中兴通讯 去年 转 赚 亿买 衍生品 保 汇兑 
2014/3/27,000063.SZ,中兴通讯 去年 盈利 亿 同比 增 
2014/3/27,000063.SZ,中兴通讯 年 净利 大增 G 全球 进入 收获期 
2014/3/27,000063.SZ,净利润 中兴通讯 去年 实现 扭亏 
2014/3/27,000063.SZ,中兴通讯 去年 扭亏 
2014/3/27,000063.SZ,营收 下降 费用 高企 中兴通讯 扭亏 靠 退税 
2014/3/27,000063.SZ,中兴通讯 去年 实现 净利 亿 
2014/3/28,000063.SZ,东莞 证券 上调 中兴通讯 评级 至 推荐 
2014/3/28,000063.SZ,中兴通讯 业绩 符合 预期 迎来 G 收获期 
2014/3/28,000063.SZ,中兴通讯 年报 点评 年 主业 有望 扭转 下滑 趋势 
2014/3/28,000063.SZ,中兴通讯 G 建设 高峰 来临 业绩 反转 拉劢 战略 转型 
2014/3/28,000063.SZ,大 行 报告 大摩降 中兴 HK 目标价 至元 评级 增持 
2014/3/28,000063.SZ,中兴通讯 营业 收入 同比 继续 下滑 两年 减员 两万 
2014/3/28,000063.SZ,大摩降 中兴 HK 目标价 至元 评级 增持 
2014/3/28,000063.SZ,中兴 侯为 贵 详解 双增长 路径 
2014/3/28,000063.SZ,中兴通讯 今年 业绩 好转 
2014/3/28,000063.SZ,营收 下降 费用 高企 中兴通讯 扭亏 靠 退税 
2014/3/30,000063.SZ,发力 G 网络 中兴通讯 有望 加速 驶出 拐点 
2014/3/31,000063.SZ,国信 香港 维持 中兴通讯 买入 评级 
2014/4/1,000063.SZ,中兴通讯 碧 水源 等 股票 资金 流速 居前 
2014/4/1,000063.SZ,中兴通讯 东方 财富 等 股票 资金 流速 居前 
2014/4/1,000063.SZ,中兴 HK 拟 推 网上 销售 平台 
2014/4/1,000063.SZ,快讯 第一夫人 概念 中兴通讯 涨 
