Date,Bid,Descript
2016/9/28,000651.SZ,时隔 月 董明珠 二级 市场 再度 增持 格力电器 股票 
2016/9/30,000651.SZ,格力电器 今日 大宗 交易 成交 万股 成交价 元 折价 
2016/9/30,000651.SZ,互动 格力电器 三 季报 预约 披露 时间 为 
2016/9/30,000651.SZ,格力电器 融资 余额 为 较 前 一日 减少 
2016/9/30,000651.SZ,家电 白酒 股 活跃 沪 指 重回 点 上方 茅台 美的 等 齐涨 
2016/10/2,000651.SZ,格力 巨资 押宝 跨界 造车 多元化 转型 存忧 
2016/10/9,000651.SZ,安信 研究 周刊 九月 金股 格力电器 月 涨幅 
2016/10/9,000651.SZ,格力 巨资 押宝 跨界 造车 多元化 转型 存忧 
2016/10/10,000651.SZ,格力电器 今日 大宗 交易 成交 万股 成交价 元 折价 
2016/10/12,000651.SZ,格力电器 融资 余额 为 较 前 一日 减少 
2016/10/13,000651.SZ,格力电器 今日 大宗 交易 成交 万股 成交价 元 折价 
2016/10/13,000651.SZ,格力电器 融资 余额 为 较 前 一日 增长 
2016/10/17,000651.SZ,格力电器 今日 大宗 交易 成交 万股 成交价 元 折价 
2016/10/19,000651.SZ,格力电器 今日 大宗 交易 成交 万股 成交价 元 折价 
2016/10/21,000651.SZ,格力电器 今日 大宗 交易 成交 万股 成交价 元 折价 
2016/10/24,000651.SZ,格力电器 资产 收购 事项 获 广东省 国资委 批复 
2016/10/24,000651.SZ,格力电器 今日 大宗 交易 成交 万股 成交价 元 折价 
2016/10/24,000651.SZ,格力电器 解析 珠海 银隆 及其 核心 增持 评级 
2016/10/24,000651.SZ,格力 新能源 车 赶工 生产 董明珠 造车 要 动真格 
2016/10/27,000651.SZ,朗迪 集团 收入 成 谜 与 最大 客户 格力 披露 的 采购 金额 迥异 
2016/10/27,000651.SZ,基金 青睐 低 估值 蓝筹股 格力电器 跃居 基金 第一 大 重仓股 
2016/10/30,000651.SZ,董 小姐 股东大会 发飙 然而 格力 项 议案 还是 被否 了 
2016/10/30,000651.SZ,项 议案 被 股东大会 否决 格力电器 并购 遇阻 
2016/10/30,000651.SZ,公告 格力电器 项 议案 遭 否决
2016/10/30,000651.SZ,格力电器 项 议案 遭 股东大会 否决 
2016/10/30,000651.SZ,格力电器 前 三季度 月 净利润 同比 增 
2016/10/30,000651.SZ,格力 股东大会 没有 掌声 董明珠 当场 发飙 格力 没有 亏待 你们 
2016/10/30,000651.SZ,格力电器 第三季度 净利润 同比 增 
2016/10/30,000651.SZ,收购 银隆 遭疑 格力电器 临时 股东大会 否决 项 议案 
2016/10/31,000651.SZ,格力电器 被 深交所 问询 中小 股东 担心 银隆 价格 是否 过高 
2016/10/31,000651.SZ,中小 股东 杠上 董明珠 余波 未了 深交所 问询 格力电器 
2016/10/31,000651.SZ,董明珠 镇住 全场 也 没用 格力 定增 计划 被 否后 宣布 将 调整 方案 
2016/10/31,000651.SZ,格力 亿 配套 融资 被否 紧急 停牌 商讨 应对 策略 
2016/10/31,000651.SZ,格力电器 因拟 调整 收购 方案 日 开市 起 临时 停牌 
2016/10/31,000651.SZ,格力 称 将 按 股民 意愿 修改 银隆案 分析 指其 多元化 或 暂 停滞 
2016/10/31,000651.SZ,格力电器 停牌 拟 调整 收购 方案 及 研究 后续 安排 
2016/10/31,000651.SZ,格力电器 停牌 拟 调整 收购 方案 及 研究 后续 安排 
2016/10/31,000651.SZ,董 小姐 雪上加霜 格力电器 今日 收到 深交所 关注 函 
2016/10/31,000651.SZ,董 小姐 发飙 怒 喷 股东 格力 会 不会 是 下 一 万科 
2016/10/31,000651.SZ,深交所 问询 格力电器 收购 方案 到底 有没有 获得 通过 
2016/10/31,000651.SZ,格力 回应 项未 通过议案 将 根据 股东 意愿 调整 
2016/10/31,000651.SZ,格力电器 深交所 发函 问询 收购案 整体 是否 获 通过 
2016/10/31,000651.SZ,格力电器 年 三 季报 点评 Q 收入 转正 Q 业绩 弹性 大 
2016/10/31,000651.SZ,格力电器 深交所 发函 问询 收购 银隆 议案 整体 是否 获 通过 
2016/10/31,000651.SZ,股东 否决 融资 议案 惹怒 董 小姐 格力 回应 不 差钱 
2016/10/31,000651.SZ,格力电器 拟 调整 方案 继续 推进 收购 银隆 
2016/10/31,000651.SZ,格力 中小 股东 不买账 董明珠 现场 发飙 不 鼓掌 只是 表面 格力 没 亏待 过 你们 
2016/10/31,000651.SZ,格力电器 调整 方案 继续 推进 收购 
2016/10/31,000651.SZ,格力电器 经营 拐点 基本 明确 买入 评级 
2016/10/31,000651.SZ,格力 并购 银隆项 议案 被否 董明珠 发飙 能否 挽回 人心 
2016/10/31,000651.SZ,格力电器 紧急 停牌 或 调整 收购 珠海 银隆 配资 方案 
2016/10/31,000651.SZ,格力 开启 多元化 新 时代 收购 银隆 正式 跨界 新能源 车 
2016/10/31,000651.SZ,格力 收购 受挫 中小 股东 奋起 反击 董 小姐 怒 而 停牌 
2016/10/31,000651.SZ,公司 临停 格力电器 廊坊 发展 双双 停牌 
2016/10/31,000651.SZ,格力 收购 珠海 银隆 勉强 过关 配套 融资 等 项 议案 遭否 
2016/10/31,000651.SZ,公司 临停 格力电器 廊坊 发展 双双 停牌 
2016/10/31,000651.SZ,并购 珠海 银隆 遇阻 格力电器 再度 临停 
2016/10/31,000651.SZ,格力电器 日 开市 起 停牌 
2016/10/31,000651.SZ,临停 提示 格力电器 等家 公司 早间 停牌 
2016/10/31,000651.SZ,格力电器 否认 珠海 银隆 捐赠 电动车 承诺 业绩 实现 概率 高 
2016/10/31,000651.SZ,格力电器 开市 起 停牌 因 发生 未公开 披露 的 重大 事项 
2016/10/31,000651.SZ,董明珠 股东会 语言 犀利 但 格力 项 议案 仍 被否 
2016/10/31,000651.SZ,中小 股东 否决 相关 议案 格力电器 亿 并购案 遇阻 
2016/10/31,000651.SZ,格力 收购 新能源 汽车 制造商 的 则 议案 遭否 董明珠 很 生气 
2016/10/31,000651.SZ,上市公司 正 负面新闻 格力电器 项 议案 遭 股东大会 否决 恒大 地产 再度 增持 廊坊 发展 
2016/10/31,000651.SZ,格力 并购 银隆 议案 过关 配套 融资 被否 
2016/10/31,000651.SZ,中小 股东 否决 相关 议案 格力电器 亿 并购案 遇阻 
2016/10/31,000651.SZ,股东大会 未获 掌声 董明珠 语重心长 项 议案 未获 通过 格力 心 有点 凉 
2016/11/1,000651.SZ,格力 收购 银隆 方案 将会 怎么 改 ABC 三大 猜想 
2016/11/1,000651.SZ,格力 收购 银隆 受阻 董明珠 坚称 明年 可 坐 上 格力 汽车 
2016/11/1,000651.SZ,格力 收购 银隆 配资 方案 受阻 跟着 遭殃 的 还有 员工 持股 计划 
2016/11/1,000651.SZ,中信 建投 上调 格力电器 评级 至 买入 
2016/11/1,000651.SZ,格力电器 跨界 收购 折戟 董明珠 发飙 后 或 服软 
2016/11/1,000651.SZ,格力电器 空调 业务 增长 弹性 大 投票 结果 仍存 不 确定 
2016/11/1,000651.SZ,格力电器 宣布 将 调整 重组 方案 
2016/11/1,000651.SZ,格力电器 Q 恢复性 增长 费用 减少 推高 盈利 能力 
2016/11/1,000651.SZ,跨界 新能源 汽车 遇阻 格力电器 停牌 调整 收购 银隆 方案 
2016/11/1,000651.SZ,格力 定增 计划 不仅 让 董明珠 发火 还 让 深交所 看不懂 
2016/11/1,000651.SZ,机构 深夜 卧谈 分红 暗战 加剧 格力电器 多方 博弈 僵局 待解 
2016/11/1,000651.SZ,格力电器 拟 调整 发行 股份 购买 资产 方案 和 研究 后续 安排 
2016/11/1,000651.SZ,董明珠 对 中小 股东 发飙 格力 或 调整 方案 再次 进行 表决 
2016/11/1,000651.SZ,格力电器 昨天 临时 停牌 
2016/11/1,000651.SZ,深交所 关注 格力电器 收购案 整体 上 是否 认定 为 通过 
2016/11/1,000651.SZ,格力电器 拟 对 增发 方案 进行 调整 
2016/11/2,000651.SZ,每日 速递 亿利 达 停牌 格力 拟 修改 定增 条款 
2016/11/2,000651.SZ,深交所 针对 格力 收购 银隆 连发 三函董 小姐 面临 内外夹击 
2016/11/2,000651.SZ,珠海 银隆 千辆 大单 惹 质疑 格力电器 再收 关注 函 
2016/11/2,000651.SZ,深交所 再 向 格力电器 发 问询 函 关注 银隆 与 中信 阳光 签单 事宜 
2016/11/2,000651.SZ,格力 市值 故事 并购 别 忽视 投资者关系 管理 
2016/11/2,000651.SZ,格力 募集 配套 资金 方案 被否 收购 受阻 员工 持股 计划 被 搁置 
2016/11/3,000651.SZ,每日 速递 乐金 健康 复牌 格力电器 TCL 集团 继续 停牌 
2016/11/3,000651.SZ,格力电器 申请 延期 至 书面 答复 深交所 关注 函 
2016/11/3,000651.SZ,格力电器 拟 延期 回复 关注 函暂 不复牌 
2016/11/3,000651.SZ,深交所 第二次 向 格力电器 发函 再度 问询 珠海 银隆 千辆 大单 
2016/11/3,000651.SZ,银隆 千辆 订单 引 质疑 格力电器 再收 问询 函 
2016/11/3,000651.SZ,格力 收购 银隆 太受 关注 三天 内 两次 遭 深交所 问询 
2016/11/3,000651.SZ,深交所 对 格力电器 再发 关注 函 
2016/11/3,000651.SZ,格力 亿 收购 议案 引 争议 两项 议案 分开 表决 无效 
2016/11/3,000651.SZ,提请 授权 关键 议案 被否 格力电器 并购 或 难 推进 
2016/11/3,000651.SZ,珠海 银隆 订单 成谜 格力电器 再 遭 问询 
2016/11/3,000651.SZ,深交所 连续 两日 发函 关注 格力电器 珠海 银隆 项目 
2016/11/4,000651.SZ,格力电器 主业 经营 向 好 收购 银隆 受阻 
2016/11/4,000651.SZ,格力电器 公司 季报 点评 方案 被否 对 股价 影响 偏 正面 
2016/11/4,000651.SZ,格力 申请 延期 回复 深交所 问询 申请 股票 暂不复牌 
2016/11/4,000651.SZ,格力电器 拟 延期 回复 关注 函将 调整 收购 及 配套 融资 方案 
2016/11/5,000651.SZ,董明珠 直言 有人 搅局 格力 会 成为 第二个 万科 
2016/11/5,000651.SZ,董明珠 自 掏 百亿 也 要 买下 珠海 银隆称 明年 能 坐 上 格力 汽车 
2016/11/6,000651.SZ,投服 中心 公开 发声 五问 格力电器 
2016/11/6,000651.SZ,董明珠 遭 中小 股东 狙击 格力 多元化 背后 的 权力 博弈 
2016/11/7,000651.SZ,董明珠 不 惧 并购 阻力 看好 格力 多元化 机构 应 相信 管理层 
2016/11/7,000651.SZ,格力 服软 继续 收购 珠海 银隆 但 将 调减 或 取消 配套 募资 
2016/11/7,000651.SZ,格力电器 拟 调减 或 取消 配套 募资 并 调整 股票 发行价 
2016/11/7,000651.SZ,格力电器 拟 调减 或 取消 配融 继续 推进 重组 
2016/11/7,000651.SZ,格力电器 拟 调减 或 取消 配套 募资 继续 停牌 
2016/11/7,000651.SZ,跨界 新能源 吐槽 股东 董明珠 将 带 格力电器 向 何处 去 
2016/11/7,000651.SZ,格力电器 再次 延期 回复 深交所 关注 函 预计 不晚 于 
2016/11/7,000651.SZ,格力电器 拟 调减 或 取消 重组 配套 募资 预计 本前 披露 新 方案 
2016/11/7,000651.SZ,格力电器 拟 调减 或 取消 配套 募集 资金 股票 继续 停牌 
2016/11/7,000651.SZ,格力电器 拟 调减 或 取消 配套 募资 并 调整 购买 资产 股份 发行价 
2016/11/7,000651.SZ,投服 中心 五问 格力电器 聚焦 收购 银隆 一事 
2016/11/7,000651.SZ,投服 中心 五问 格力电器 跨界 收购 风险 提示 是否 到位 
2016/11/8,000651.SZ,格力 中小 股东 阻击 董明珠 否决 收购 珠海 银隆 
2016/11/8,000651.SZ,收购 银隆 受挫 董明珠 格力 一定 要 做 新能源 汽车 
2016/11/8,000651.SZ,格力电器 公司公告 点评 调减 或 取消 配套 募资 优化 方案 均衡 利益 
2016/11/8,000651.SZ,格力电器 继续 推进 重组 发行 股份 购买 资产 基准日 将 调整 
2016/11/8,000651.SZ,格力电器 拟 调整 收购 银隆 方案 
2016/11/8,000651.SZ,上市公司 正 负面新闻 华鑫 股份 获注华鑫 证券 股权 格力电器 拟 调减 或 取消 配套 募资 
2016/11/8,000651.SZ,格力 收购 或 将 放弃 募资 新 方案 一月 内 完成 
2016/11/8,000651.SZ,格力电器 拟 调整 定增 预案 或 取消 募资 
2016/11/11,000651.SZ,格力 集团 董事长 人选 仍 空缺 孟祥凯 接任 说法 恐 不 成立 
2016/11/11,000651.SZ,董 小姐 辞任 集团 董事长 专注 格力电器 回应 属 正常 调整 
2016/11/11,000651.SZ,格力 集团 回应 董明珠 卸任 系 主动 辞职 
2016/11/11,000651.SZ,格力 董明珠 主动 辞去 集团 董事长 一职 是 正常 工作 变动 
2016/11/11,000651.SZ,格力 回应 董明珠 主动 辞职 珠海 国资委 将 一如既往 支持 工作 
2016/11/11,000651.SZ,格力电器 副总 证实 董明珠 卸任 集团 董事长 上市公司 将发 公告 
2016/11/11,000651.SZ,董明珠 卸任 格力 集团 董事长 因 参与 员工 持股 
2016/11/11,000651.SZ,珠海 国资委 发声 确认 董明珠 被 免去 格力 集团 董事长 
2016/11/11,000651.SZ,董明珠 被免 格力 集团 董事长 法人 工商 资料 还 未改 
2016/11/11,000651.SZ,珠海 国资委 回应 董明珠 卸任 格力 董事长 正常人 事 调整 
2016/11/11,000651.SZ,董明珠 卸任 格力 集团 董事长 仅 在 格力电器 任职 
2016/11/12,000651.SZ,卸任 集团 董事长 定增 方案 被否 董明珠 和 格力电器 充满 不 确定 
2016/11/12,000651.SZ,董明珠 卸任 格力 集团 董事长 接班人 仍 在 培养 之中 
2016/11/12,000651.SZ,董明珠 主动 辞任 格力 集团 董事长 仍 担任 格力电器 董事长 兼 总裁 
2016/11/12,000651.SZ,董明珠 请辞 格力 集团 董事长 背后 暴露 两大 冲突点 
2016/11/12,000651.SZ,董明珠 卸任 格力 集团 董事长 或 因 多元化 发展 触碰 投资者 神经 
2016/11/13,000651.SZ,媒体 首度 披露 董明珠 被免 格力 集团 董事长 后 经历 了 什么 
2016/11/14,000651.SZ,格力 银隆案 亿 配套 金 面临 自筹 机构 称 其 或 动用 自有资金 
2016/11/14,000651.SZ,格力电器 已 确定 调减 或 取消 配套 募集 资金 
2016/11/14,000651.SZ,格力电器 披露 重组 进展 
2016/11/14,000651.SZ,公司 格力电器 调减 或 取消 募集 配套 资金 继续 停牌 
2016/11/15,000651.SZ,格力 员工 持股 没戏 了 
2016/11/15,000651.SZ,收购 珠海 银隆 有 多难 格力 再次 修改 重组 方案 
2016/11/15,000651.SZ,格力 拟 调减 或 取消 配套 资金 
2016/11/15,000651.SZ,互动 格力电器 董总 卸任 集团 董事长 原因 为何 
2016/11/16,000651.SZ,格力电器 收购 珠海 银隆 告吹 终止 筹划 发行 股份 购买 资产 事项 
2016/11/16,000651.SZ,董明珠 的 造车 梦醒 了 格力 宣布 终止 筹划 发行 股份 购买 珠海 银隆 
2016/11/16,000651.SZ,未获 珠海 银隆 股东会 审议 通过 格力电器 终止 资产 收购 
2016/11/16,000651.SZ,格力电器 终止 筹划 发行 股份 购买 资产 明日 复牌 
2016/11/16,000651.SZ,明日 上市公司 停复牌 格力电器 终止 重组 并购 珠海 银隆 
2016/11/16,000651.SZ,格力 造车 梦碎 终止 筹划 发行 股份 收购 珠海 银隆 日 复牌 
2016/11/17,000651.SZ,格力电器 公司 跟踪 报告 终止 收购 回归 主业 补涨 空间 
2016/11/17,000651.SZ,格力电器 造车 梦 终结 复牌 股价 补涨 近 
2016/11/17,000651.SZ,北巴 传媒 众业 达 终止 参与 格力电器 定增 
2016/11/17,000651.SZ,北巴 传媒 众业 达 终止 参与 格力电器 定增 
2016/11/17,000651.SZ,调整 方案 未获 标的 公司 股东会 通过 格力电器 终止 收购 珠海 银隆 
2016/11/17,000651.SZ,研报 中金公司 格力电器 增发 方案 终止 有利 小 股东 
2016/11/17,000651.SZ,造车 梦 搁浅 的 格力电器 今日 终于 复牌 涨幅 逼近 
2016/11/17,000651.SZ,格力 造车 梦碎 新 方案 未获 珠海 银隆 认可 交易 终止 
2016/11/17,000651.SZ,格力电器 终止 收购 珠海 银隆 复牌 后 遭 逾 资金 抛售 
2016/11/17,000651.SZ,格力电器 终止 收购 珠海 银隆 股票 复牌 后 涨 
2016/11/17,000651.SZ,开盘 内参 格力电器 拟 终止 收购 珠海 银隆 云南白药 集团 混改 已 获 认可 
2016/11/17,000651.SZ,家电 格力电器 终止 筹划 收购 银隆 主业 价值 更 值得 重视 
2016/11/17,000651.SZ,格力电器 终止 收购 珠海 银隆 业内人士 认为 决定 正确 
2016/11/17,000651.SZ,收购 银隆 流产 跨界 造车 泡汤 格力电器 今日 复牌 
2016/11/17,000651.SZ,上市公司 正 负面新闻 格力电器 拟 终止 收购 珠海 银 隆中 毅达 因涉嫌 信披 违法 违规 遭 立案 调查 
2016/11/17,000651.SZ,格力 终止 收购 珠海 银隆 
2016/11/17,000651.SZ,终止 收购 珠海 银隆 格力电器 造车 大计 折戟 
2016/11/17,000651.SZ,珠海 银隆 爽约 格力电器 造车 梦碎 今日 复牌 
2016/11/17,000651.SZ,格力 董明珠 造车 梦碎 终止 收购 珠海 银基 股权 
2016/11/17,000651.SZ,民生 家电 业绩 增速 改善 厨 电子行业 毛利率 水平 领先 
2016/11/18,000651.SZ,除 格力 外 这家 公司 重组 失败 高 溢价 和 高 业绩 承诺 是 雷区 
2016/11/19,000651.SZ,收购 银隆 折戟 格力电器 扩张 之 路 遇阻 
2016/11/21,000651.SZ,国际级 制冷 盛会 在 珠海 召开 格力电器 彰显 中国 造 企业 责任 与 
2016/11/21,000651.SZ,家用电器 行业 月 空调 内销 高速 反弹 推荐 最 受益 的 格力电器 
2016/11/21,000651.SZ,格力电器 放量 上涨 创 年内 新高 
2016/11/21,000651.SZ,董明珠 忽然 谢幕 留下 缺口 断层 后 的 格力电器 前途 愈发 迷茫 
2016/11/22,000651.SZ,孟祥凯 辞任 格力电器 董事 集团 董事长 职位 尚 空缺 
2016/11/22,000651.SZ,格力 集团 党委书记 孟祥凯 辞任 格力电器 董事 董事长 人选 仍 空缺 
2016/11/22,000651.SZ,原 格力 系 班底 撤离 创维 空调 回应 称新 公司 有 变动 很 正常 
2016/11/22,000651.SZ,格力电器 董事 孟祥凯 辞职 
2016/11/22,000651.SZ,董明珠 以 格力电器 董事长 身份 出席 活动 听说 我成 网红 了 
2016/11/22,000651.SZ,格力电器 融资 余额 为 较 前 一日 骤增 
2016/11/22,000651.SZ,董明珠 的 造车 梦 还 在 继续 格力 银隆 大巴 亮相 广州 车展 
2016/11/23,000651.SZ,重组 失败 后 获 董秘 增持 格力电器 今日 涨停 
2016/11/23,000651.SZ,格力电器 龙虎榜 数据 
2016/11/23,000651.SZ,家电 板块 全天 表现 强势 格力电器 逼近 涨停 
2016/11/23,000651.SZ,格力电器 融资 余额 为 较 前 一日 骤增 
2016/11/23,000651.SZ,格力电器 终止 收购 银隆 格力 蓝筹 实力 依旧 
2016/11/24,000651.SZ,格力电器 全体 员工 加薪 元 董秘 前 三日 大幅 增持 公司股票 
2016/11/24,000651.SZ,格力 股价 暴涨 的 背后 游资 险资 傻傻 分不清楚 
2016/11/24,000651.SZ,格力电器 董秘 连续 三 日增 持 精准 操作 已有 浮盈 
2016/11/24,000651.SZ,董 小姐 发 福利 了 格力电器 全员 每人 每月 加薪 元 
2016/11/24,000651.SZ,为 提升 员工 幸福感 格力电器 决定 全员 每月 加薪 
2016/11/24,000651.SZ,网传 格力电器 全员 涨薪 元月 官方 证实 消息 属实 
2016/11/24,000651.SZ,格力电器 红头文件 全员 每人 每月 加薪 元 
2016/11/24,000651.SZ,格力 全体 员工 每人 每月 加薪 元 
2016/11/24,000651.SZ,格力电器 今日 大宗 交易 成交 万股 成交价 元 折价 
2016/11/24,000651.SZ,造车 梦碎 机构 欢乐 博弈 格力电器 收获 大涨 
2016/11/24,000651.SZ,格力电器 寡头 的 时光 
2016/11/24,000651.SZ,研报 民生 证券 格力电器 终止 收购 银隆 将 继续 外延 拓展 
2016/11/24,000651.SZ,安邦 举牌 格力 可能性 分析 若 谋求 控股 最少 需亿 
2016/11/24,000651.SZ,格力电器 融资 余额 为 较 前 一日 骤增 
2016/11/24,000651.SZ,董 小姐 造车 梦 破灭 智能化 多元化 ARVR 家电业 还 能 怎么 玩 
2016/11/25,000651.SZ,格力电器 董事 及其 亲属 单日 耗资 逾 万元 增持 
2016/11/25,000651.SZ,格力电器 董事 及 关联方 单日 耗资 逾 万 买进 股票 
2016/11/25,000651.SZ,格力电器 董事 及其 亲属 单日 耗资 逾 万元 增持 
2016/11/25,000651.SZ,加薪 元 格力 为 员工 献上 最好 的 感恩节 礼物 
2016/11/25,000651.SZ,格力 将成 举牌 概念股 
2016/11/25,000651.SZ,跟着 主力 资金 去 炒股 格力电器 盘中 大涨 逾 再创 年 零个 月 新高 今日 关注 这 股 
2016/11/25,000651.SZ,董明珠 给 格力 员工 每月 涨薪元 成本增加 亿多 
2016/11/25,000651.SZ,董明珠 又 搞了个 大事 格力 发 红头文件 给 全员 涨薪 
2016/11/25,000651.SZ,董 小姐 想通 了 格力 每人 每月 加薪 元 一年 多花 亿 
2016/11/25,000651.SZ,股价 飙升 格力电器 成举 牌险资 的 标靶 
2016/11/25,000651.SZ,在 集团 被 免职 董 小姐 霸气 为 格力电器 员工 加薪 
2016/11/26,000651.SZ,格力电器 今年 去 库存 表现 良好 已 回到 合理 水平 
2016/11/26,000651.SZ,格力电器 实施 焦土 战术 收购 失败 后 全员 涨工资 
2016/11/28,000651.SZ,日 晚间 公告 精选 格力电器 股价 异动 遭 深交所 问询 
2016/11/28,000651.SZ,中金 说 格力 迟早 要 被 举牌 有 三大 理由 今晚 已 停牌 高管 增持 
2016/11/28,000651.SZ,被 举牌 幻想 激情 四射 格力电器 六 连阳 股价 暴动 
2016/11/28,000651.SZ,连续 六日 涨停 格力电器 被 举牌 猜想 
2016/11/28,000651.SZ,每日 速递 格力电器 停牌 莱克 电气 实际 控制 人 误操作 导致 短线交易 夏普 中国 总部 明年 迁往 深圳 
2016/11/28,000651.SZ,为何 他 能 接棒 董明珠 执掌 格力 集团 珠海 重点 培养 干部 放弃 官职 
2016/11/28,000651.SZ,格力电器 董事 子女 减 持股 
2016/11/28,000651.SZ,日晚 公告 精选 丨 格力电器 日起 停牌 核查 
2016/11/28,000651.SZ,公司 格力电器 股价 异常 波动 遭 深交所 问询 日起 停牌 
2016/11/28,000651.SZ,格力电器 个 交易日 涨日 起 停牌 核查 
2016/11/28,000651.SZ,格力电器 核查 股价 上涨 等 事项 起 停牌 
2016/11/28,000651.SZ,格力电器 个 交易日 涨遭 交易所 问询 
2016/11/28,000651.SZ,格力电器 被 问询 
2016/11/28,000651.SZ,格力电器 因 股价 异动 遭 问询 个 交易日 涨 近三成 换手率 
2016/11/28,000651.SZ,格力电器 被 深交所 要求 对 股价 异动 情况 进行 核查 
2016/11/28,000651.SZ,珠海 国资委 周乐伟任 格力 集团 党委书记 董事长 
2016/11/28,000651.SZ,中 金 格力电器 被 举牌 是 大 概率 事件 
2016/11/28,000651.SZ,中金公司 点评 格力电器 被 举牌 是 大 概率 事件 
2016/11/28,000651.SZ,Uber 司机 端 停止 服务 格力 豪气 全员 加薪 元 
2016/11/28,000651.SZ,格力电器 融资 余额 为 较 前 一日 骤增 
2016/11/28,000651.SZ,业绩 明显 改观 增长 仍 有 潜力 只 家电 股创 年内 新高 
2016/11/28,000651.SZ,险资 举牌 延伸 至大 蓝筹 家电行业 或 受 关注 
2016/11/29,000651.SZ,周乐伟 接棒 掌印 格力 集团 珠海 国资委 出面 稳控 格力电器 
2016/11/29,000651.SZ,格力电器 股票 昨日 成交额 高 达 百亿 全年 都 难得一见 
2016/11/29,000651.SZ,深交所 要求 格力 核查 股价 异常 波动 原因 
2016/11/29,000651.SZ,格力电器 融资 余额 为 较 前 一日 骤增 
2016/11/29,000651.SZ,格力电器 股价 异动 遭 问询 昨夜 宣布 今起 停牌 核查 
2016/11/29,000651.SZ,中国 建筑 格力电器 成交 同破 百亿 谁 在 大买 特买 
2016/11/29,000651.SZ,格力电器 交易 异常 引 监管 关注 公司 申请 停牌 核查 
2016/11/29,000651.SZ,家电 深港 通 即将 开通 推荐 低 估值 高 分红 家电 蓝筹 W 周 观点 
2016/11/30,000651.SZ,格力电器 会 成为 前 海 人寿 下 一个 控股 目标 吗 
2016/11/30,000651.SZ,格力 高管 也 大举 买入 近 万股 董明珠 面临 内忧外患 
2016/11/30,000651.SZ,董 小姐 放下 那 只 格力 让 我 来 前海 人寿 增持 格力电器 至 
2016/11/30,000651.SZ,格力 在 风头 出尽 老 对手 美的 却 在 新 三板 上 低调 布局 
2016/11/30,000651.SZ,董明珠 如果 不是 我 格力 早就 九个 亿 卖掉 了 
2016/11/30,000651.SZ,前 海 人寿 增持 格力电器 逼近 举牌 线 
2016/11/30,000651.SZ,格力电器 格力 集团 近期 无 股权 转让 资产重组 等 计划 明日 复牌 
2016/11/30,000651.SZ,格力电器 前 海 人寿 持股 比例 增至 
2016/11/30,000651.SZ,入侵者 现身 格力电器 复牌 后 前海 人寿 狂买成 第三 大 股东 
2016/11/30,000651.SZ,明日 上市公司 停复牌 前海 人寿 成 格力电器 第三 大 股东 
2016/11/30,000651.SZ,格力电器 前 海 人寿 大量 购股 至 持股 达 明日 复牌 
2016/11/30,000651.SZ,公司 格力电器 前 海 人寿 大 比例 增持 持股 提升 至 
2016/11/30,000651.SZ,格力电器 前 海 人寿 增持 至 成为 第三 大 股东 
2016/11/30,000651.SZ,格力电器 前 海 人寿 至 日增 持其 股份 至 
2016/11/30,000651.SZ,格力电器 前 海 人寿 增持 公司 股份 成 第三 大 股东 
2016/11/30,000651.SZ,媒体 集团 人事变动 格力 董事会 换届 或添 变数 
2016/11/30,000651.SZ,非 典型性 国企 格力电器 将 走向 何方 
2016/11/30,000651.SZ,格力电器 融资 余额 为 较 前 一日 减少 
2016/11/30,000651.SZ,险资 嫡系 对手 混战 多方 抢筹 格力电器 
2016/11/30,000651.SZ,周乐伟 接棒 董明珠 格力电器 下轮 董事会 换届 或 再 添 变数 
2016/12/1,000651.SZ,宝能系 大幅 增持 前海 人寿 已 成为 格力电器 第三 大 股东 
2016/12/1,000651.SZ,格力电器 前 海 人寿 增持 强化 举牌 预期 公司 估值 有望 继续 提升 
2016/12/1,000651.SZ,前 海 人寿 盯上 格力 持股 逼近 举牌 线 
2016/12/1,000651.SZ,宝能 兵临城下 砸门 格力电器 被 举牌 前景 何如 
2016/12/1,000651.SZ,格力电器 前 海 人寿 大幅 增持 估值 或 加速 重构 
2016/12/1,000651.SZ,昨晚 疯狂 的 万科 野蛮 人 敲 了 董明珠 的 门 她 能否 守住 格力电器 
2016/12/1,000651.SZ,研报 长江 证券 格力电器 获前 海 人寿 增持 投资 价值 被 认可 
2016/12/1,000651.SZ,格力电器 领涨 家电 股 分析师 称 有望 复制 万科 走势 
2016/12/1,000651.SZ,野蛮 人宝 能系 敲门 格力电器 大涨 控制 权之争 烽火 再燃 
2016/12/1,000651.SZ,格力电器 获前 海 人寿 增持 至 今日 复牌 涨 逾 
2016/12/1,000651.SZ,野蛮 人宝 能系 敲门 格力电器 大涨 控 权之争 烽火 再燃 
2016/12/1,000651.SZ,野蛮 人来 袭 格力电器 盘中 涨停 创 上市 以来 新高 
2016/12/1,000651.SZ,格力电器 险资 大举 增持 催化 估值 提升 
2016/12/1,000651.SZ,格力电器 为何 个 交易日 涨前 海 人寿 默默 增持 逼近 举牌 
2016/12/1,000651.SZ,格力电器 盘中 接近 涨停 前 海 人寿 成 第三 大 股东 
2016/12/1,000651.SZ,开盘 内参 前 海 人寿 成 格力 第三 大 股东 中 体 产业 无意 向 受让方 
2016/12/1,000651.SZ,格力电器 触及 涨停 股价 创新 高前 海 人寿 成其 第三 大 股东 
2016/12/1,000651.SZ,前 海 人寿 潜伏 格力电器 复牌 大涨 
