Date,Bid,Descript
2018/6/13,000651.SZ,最新消息 格力 收购 长园 告吹 
2018/6/13,000651.SZ,工业 富联 半天 成交 亿 毛利率 被 格力电器 甩 几条 街 
2018/6/13,000651.SZ,未获 国资委 批准 格力 集团 终止 要约 收购 长园 集团 
2018/6/13,000651.SZ,格力 要约 收购 告吹 长园 集团 大跌 逾 
2018/6/13,000651.SZ,格力 终止 收购 长园 集团 消息 疑 泄露 国泰君安 一 营业部 提前 抛售 逾 亿 
2018/6/13,000651.SZ,格力 终止 收购 长园 集团 长园 集团 继 昨闪 崩后 再度 跌停 
2018/6/13,000651.SZ,格力 要约 收购 长园 黄 了 消息 疑 走漏 隔壁 券商 抛售 
2018/6/13,000651.SZ,神秘 人用 亿真 金白银 砸 了 格力 的 造车 梦 
2018/6/13,000651.SZ,格力 造车 梦 黄 了 长园 闪崩 是 消息 走漏 or 神秘 人 砸 盘 
2018/6/13,000651.SZ,逾家 家电 上市公司 PK 影响力 TOP 榜 谁 是 产业 方向 指引 
2018/6/14,000651.SZ,格力 要约 收购 告吹 长园 集团 闪崩 疑团 消息 疑 提前 走漏 
2018/6/14,000651.SZ,格力 要约 收购 叫停 长园 集团 股价 提前 异动 遭 质疑 
2018/6/14,000651.SZ,格力 集团 收购 长园 流产 长园 提前 跌停 
2018/6/14,000651.SZ,格力 亿 收购 长园 计划 终止 
2018/6/14,000651.SZ,SMM 专题 中国家电 用钢 需求 或 借力 世界杯 风口 再创新高 
2018/6/14,000651.SZ,年 中期 家电行业 策略 报告 地产 后 周期 里 寻找 家电 结构性 机会 
2018/6/14,000651.SZ,应用 比例 不到 家电 巨头 造芯 压力 有 多 大 
2018/6/15,000651.SZ,格力 中标 呼市 地铁 号线 助力 草原 青城 市民 舒适 出行 
2018/6/15,000651.SZ,董明珠 回归 格力 格力 与 银隆 貌合神离 
2018/6/15,000651.SZ,从 掌握 核心 科技 到 创造 核心 科技 自主 是 格力 的 秘诀 
2018/6/15,000651.SZ,强于 大 市 评级 月 家电 零售 数据 解读 整体 增速 有所 放缓 农村 市场 及 电商 渠道 贡献 明显 
2018/6/16,000651.SZ,格力 手机 配 全面 屏 不过 处理器 确是 骁龙 
2018/6/17,000651.SZ,格力 手机 被 曝光 董明珠 铁了心 要 坚持 做 手机 
2018/6/17,000651.SZ,格力 手机 销量 平平 但 新一代 机型 悄然 而 至 
2018/6/18,000651.SZ,格力 今日 头条 盘点 
2018/6/18,000651.SZ,苏宁 战绩 是 海尔 美的 海信 西门子 格力 等 最大 渠道 
2018/6/19,000651.SZ,格力 手机 入网 艰难 的 格力 手机 还 在 为 高通 清理 库存 
2018/6/19,000651.SZ,家电行业 研究 月 空调 零售 表现出色 渠道 库存 良好 
2018/6/20,000651.SZ,格力 手机 卷土重来 家电企业 还 能 做好 手机 吗 
2018/6/20,000651.SZ,应用 比例 不足 国产 家电 芯片 发展 需多措 并举 
2018/6/21,000651.SZ,格力 手机 亮相 工信部 全面 屏 后置 双摄 辨识 度高 
2018/6/21,000651.SZ,格力电器 出现 两笔 折价 大宗 交易 机构 卖出 
2018/6/21,000651.SZ,格力 手机 真机 现身 全面 屏 设计 怎么样 
2018/6/22,000651.SZ,格力 亿造 芯 中国工程院 院士 倪光南 希望 他们 投入 
2018/6/22,000651.SZ,格力 全面 屏 手机 曝光 产品 推新难 掩强 卖 隐忧 
2018/6/22,000651.SZ,兴证 家电 家用空调 月 数据 符合 中期 策略 判断 家电 周报 
2018/6/22,000651.SZ,强于 大 市 评级 家电行业 周报 房地产 景气 度 回升 空调 终端 出货 力度 加大 
2018/6/22,000651.SZ,推荐 评级 家电行业 周报 家电 板块 维持 较 好 涨势 仍具 长期投资 价值 
2018/6/22,000651.SZ,无 界 零售 首遇 京东 家电 制造 四大 亮点 
2018/6/22,000651.SZ,增持 评级 家用电器 行业 周报 美国 贸易 政策 对 家电 影响 趋弱 家电 新品 销售 大增 
2018/6/22,000651.SZ,天风 家电 月 空调 数据 点评 零售 数据 明显 回暖 内销 出货 维持 高 增长 
2018/6/23,000651.SZ,酷暑 来袭 格力 美的 海尔 何以 将 美日韩 品牌 逼 到 墙角 
2018/6/25,000651.SZ,董明珠 高兴 了 股东 大 格局 通过 格力 不 分红 预案 
2018/6/25,000651.SZ,董明珠 称 内心 希望 退休 想要 格力 实现 全员 持股 解决 野蛮 人 问题 
2018/6/25,000651.SZ,董 小姐 花 亿 也 要 砸 芯片 可 格力 万字 年报 连 芯片 两字 都 没有 
2018/6/25,000651.SZ,董明珠 回应 格力 不 分红 格局 能否 大 点 为何 把 我 说 得 那么 丑陋 
2018/6/25,000651.SZ,大佬 言论 董明珠 我 想 搞 芯片 格力 股票 就 跌 
2018/6/25,000651.SZ,董明珠 感谢 媒体 有 记者 花钱买 股 格力 股票 参加 股东会 
2018/6/25,000651.SZ,董明珠 谈 格力 做 手机 如果 你 认为 一下 能 做到 一千亿 那 请 你 来 
2018/6/25,000651.SZ,董明珠 股东会 又 飙车 格力 六年 营收 亿 明年 空调 全用 自己 的 芯片 
2018/6/25,000651.SZ,董明珠 退休 前 争取 让 所有 格力 员工 持股 解决 野蛮 人 
2018/6/25,000651.SZ,格力电器 年 股东大会 十二项 议案 均 获 通过 
2018/6/25,000651.SZ,董明珠 要 让 所有 员工 都 持有 格力 股票 来 解决 野蛮 人 问题 
2018/6/25,000651.SZ,董明珠 有人 在 股 吧 把 我 骂 得 很惨 但 我 不会 对 格力 发展 作 错误 决策 
2018/6/25,000651.SZ,格力 今日 股东大会 不涉 换届 董明珠 已获 提名 
2018/6/25,000651.SZ,董明珠 智能 装备 和 手机 格力 必须 做 芯片 必须 做 我 在 就要 干 
2018/6/25,000651.SZ,格力电器 股东大会 召开 董明珠 我们 是 真的 要 搞 芯片 
2018/6/25,000651.SZ,董明珠 公布 格力 发展 产业 规划 包括 四个 板块 
2018/6/25,000651.SZ,大 公司 要闻 速览 FF 融资 亿美元 董明珠 称 格力 她 说了算 
2018/6/25,000651.SZ,董明珠 再 怼 贾跃亭 持有 格力 股票 赚 了 卖 也 没关系 总比 买乐视 股票 要 好 
2018/6/25,000651.SZ,一文 读懂 格力 年度 股东大会 董明珠 称 格力 她 一人 说了算 
2018/6/25,000651.SZ,董明珠 谈对 格力 的 奉献 说 我 啃 老本 可 别忘了 我 年 就 当上 公司 总经理 
2018/6/25,000651.SZ,董明珠 格力 股东大会 受 关注 程度 空前 
2018/6/25,000651.SZ,董明珠 希望 投资者 能 终身 持有 格力 
2018/6/25,000651.SZ,董明珠 终身 持有 格力 股票 是 最好 的 选择 不要 选乐视 
2018/6/25,000651.SZ,董明珠 股民 持有 格力 是 最好 选择 最起码 没选乐视 
2018/6/25,000651.SZ,董明珠 格力电器 受到 的 关注 是 空前绝后 的 
2018/6/25,000651.SZ,董明珠 回应 不 分红 是 为了 让 格力 更加 强大 
2018/6/25,000651.SZ,董明珠 格力 说 要 搞 芯片 股价 就 跌 了 投资者 卖 我们 就 买 
2018/6/25,000651.SZ,格力电器 召开 股东大会 董明珠 是否 连任 不 在 今日 议案 范围 
2018/6/25,000651.SZ,直击 格力电器 股东大会 董事会 选举 并 不 在 此次 议案 范围 
2018/6/25,000651.SZ,直击 格力电器 股东大会 董事会 选举 并 不 在 此次 议案 范围 
2018/6/25,000651.SZ,格力电器 股东大会 董明珠 是否 连任 不 在 今日 议案 范围 
2018/6/25,000651.SZ,格力电器 股东大会 今日 召开 参会 股东 将 超过 人 
2018/6/25,000651.SZ,格力电器 股东大会 今日 召开 审议 十二大 事项 
2018/6/25,000651.SZ,格力电器 股东大会 今日 召开 知情 人士 称 董明珠 已获 提名 
2018/6/25,000651.SZ,推荐 评级 家电行业 简评 报告 个 税 调整 刺激 消费 利好 家电 消费 升级 
2018/6/26,000651.SZ,波斯 科技 IPO 被否 格力 依赖症 引 关注 
2018/6/26,000651.SZ,因为 个 字 美的 要 格力 赔万 竞争 已 进入 白热化 
2018/6/26,000651.SZ,格力 多元化 三年 一场空 投资者 pick 董明珠 再 干年 
2018/6/26,000651.SZ,美的 格力 对簿公堂 为 有 凉 感无风感 广告语 法庭 激辩 近 小时 
2018/6/26,000651.SZ,美的 诉 格力 搭车 宣传 索赔 万 双方 庭上 激辩 三 小时 
2018/6/26,000651.SZ,年度 格力电器 股东大会 董明珠 讲话 一一 分析 
2018/6/26,000651.SZ,董明珠 争取 明年 空调 全 格力 芯片 望 投资者 终身 持股 
2018/6/26,000651.SZ,有凉 感无风 感因 这 六个 字 美的 状告 格力 索赔 万 
2018/6/26,000651.SZ,为了 个 字 美的 掐 格力 上 法庭 索赔 万 
2018/6/26,000651.SZ,董明珠 为何 做 不好 手机 看看 格力 的 产业布局 就 明白 了 
2018/6/26,000651.SZ,董明珠 换届 目前 还 没 方案 格力空调 明年 用 自己 芯片 
2018/6/26,000651.SZ,两 家电 巨头 因 广告 对簿公堂 美的 状告 格力 索赔 万元 
2018/6/26,000651.SZ,美的 诉 格力 不 正当竞争 索赔 万因 一句 广告语 
2018/6/26,000651.SZ,格力 股东大会 上 董明珠 称做 芯片 不 影响 分红 
2018/6/26,000651.SZ,格力电器 将 布局 四大 领域 董明珠 称 搞 芯片 不 影响 分红 
2018/6/26,000651.SZ,董明珠 首次 回应 格力电器 不 分红 
2018/6/26,000651.SZ,格力电器 迎史 上 最 大规模 股东大会 董明珠 回应 不 分红 
2018/6/26,000651.SZ,推荐 评级 家电行业 周报 月 空调 零售 表现 良好 继续 看好 家电 板块 投资 价值 
2018/6/26,000651.SZ,推荐 评级 家电行业 周报 家用空调 月 数据 符合 中期 策略 判断 
2018/6/26,000651.SZ,增持 评级 家用电器 业 行业 周报 家电 基本面 良好 无惧 市场 调整 
2018/6/26,000651.SZ,家电 及 相关 行业动态 购物 节 家电 需求 增速 放缓 但 新 品类 成长 较 好 
2018/6/26,000651.SZ,看好 评级 年 月 家电 零售 和 企业 出货 端 数据 解读 空调 出货 端 月 内销 增速 关注 渠道 库存 压力 
2018/6/26,000651.SZ,看好 评级 家电行业 周报 月 空调 内销 增速 落幕 线上 红利 仍 可 持续 
2018/6/26,000651.SZ,家电行业 每周 观点 家电 温和 增长 调性 确定 渠道 精细 管理 刻不容缓 
2018/6/27,000651.SZ,格力电器 董事会 换届 时间 仍 未知 董明珠 还要 超期服役 多久 
2018/6/27,000651.SZ,格力 年度 股东大会 董明珠 就 不 分红 等 外界 的 质疑 做出 回应 
2018/6/27,000651.SZ,优于 大 市 评级 海通 家电行业 周 观点 外资 为何 选择 家电 
2018/6/27,000651.SZ,推荐 评级 家电行业 年 中期 投资 策略 坚守 价值 拥抱 未来 
2018/6/28,000651.SZ,美的 告 格力 蹭 热度 索赔 万 格力 本身 就 有 竞争力 
2018/6/28,000651.SZ,波斯 科技 冲 A 失败 依赖 格力 毛利率 偏高引 关注 
2018/6/28,000651.SZ,格力 造芯 明年 出货 这 是 要 挑战 欧美 的 模拟 芯片 地位 吗 
2018/6/28,000651.SZ,波斯 股份 硬伤 缠身 格力 影子 股 首发 铩羽 
2018/6/28,000651.SZ,家电 套购 享 额外 优惠 国美 内 购会 入场券 发放 进行 时 
2018/6/29,000651.SZ,轻工业 百强 家电企业 占席 美的 海尔 格力 雄霸 前 三 
2018/6/29,000651.SZ,推荐 评级 家电行业 动态 报告 汇率 走势 有变 出口 利润 望 改善 
2018/6/30,000651.SZ,格力电器 前 董事长 朱江洪 我 对 格力 做 芯片 信心 不 大 
2018/7/1,000651.SZ,清 华微电子 所 魏少 军谈 格力 腾讯 造 芯片 建议 不要 关起门来 造 芯片 
2018/7/2,000651.SZ,董明珠 回应 格力 造 芯片 不 被 看好 钱 不是 问题 主要 看 决心 
2018/7/2,000651.SZ,董明珠 格力 自造 芯片 差距 虽大 但 有 信心 和 决心 
2018/7/2,000651.SZ,董明珠 格力 自造 芯片 差距 虽大 但 有 信心 和 决心 
2018/7/2,000651.SZ,倪光南 国产 自主 芯片 要 创新 格力 做 芯片 靠 谱 
2018/7/2,000651.SZ,优于 大 市 评级 家电行业 周报 如何 看待 棚改 收紧 对 家电 的 影响 
2018/7/2,000651.SZ,推荐 评级 家电行业 周报 月 空调 销量 同比 增长 冰箱 洗衣机 销量 同比 下滑 
2018/7/3,000651.SZ,董明珠 出席 中以 大会 创新 是 格力 永恒不变 的 话题 
2018/7/3,000651.SZ,格力电器 跌 创近 个 月 新低 报元 
2018/7/3,000651.SZ,南通 格力 特 电动工具 有限公司 召回 部分 电钻 受 影响 产品 台 
2018/7/3,000651.SZ,格力电器 跌创 年度 新低 报元 
2018/7/3,000651.SZ,格力电器 跌 创近 个 月 新低 报元 
2018/7/3,000651.SZ,格力 领先 优势 被 削弱 专利 难保 格力 的 市场份额 优势 
2018/7/3,000651.SZ,董明珠 对 芯片 再次 表态 钱 不是 问题 虽 外界 不 看好 但 格力 有 信心 
2018/7/3,000651.SZ,增持 评级 家用电器 业 行业 周报 家电 零售 表现 稳健 龙头 价值 凸显 
2018/7/3,000651.SZ,中性 评级 家用电器 行业 半年度 策略 天花板 的 不断 突破 是 家电 龙头 长牛源 动力 
2018/7/3,000651.SZ,看好 评级 家电行业 年 中报 业绩 前瞻 空调 销量 持续 超 预期 首推 业绩 增长 确定性 强 的 白电 龙头 
2018/7/4,000651.SZ,提前 看日 公告 精选 格力电器 再度 举牌 海立 股份 美的 集团 拟 回购 不超 股份 
2018/7/4,000651.SZ,格力 二度 举牌 海立 股份 持股 已达 今年 双方 关联交易 或 暴增 两倍 多 
2018/7/4,000651.SZ,海立 股份 格力电器 再度 举牌 旨在 扩充 其 产业链 结构 
2018/7/4,000651.SZ,公告 精选 格力电器 再度 举牌 海立 股份 美的 集团 拟不超 回购 股份 
2018/7/4,000651.SZ,公告 精选 美的 拟不超 回购 股份 格力 再度 举牌 海立 股份 
2018/7/4,000651.SZ,格力电器 再度 举牌 海立 股份 持股 达 
2018/7/4,000651.SZ,格力电器 再度 举牌 海立 股份 持股 比例 达 
2018/7/4,000651.SZ,格力电器 跌创 年度 新低 报元 
2018/7/4,000651.SZ,格力 明年 要用 上 自家 的 芯片 这 似乎 有点 脱离现实 
2018/7/4,000651.SZ,家电 及 相关 行业动态 板块 调整 压力 来自 行业 增速 放缓 对 房地产 影响 的 担忧 
2018/7/5,000651.SZ,格力电器 二度 举牌 海立 股份 控制权 悬念 再起 
2018/7/5,000651.SZ,杭州 一 格力空调 经销商 卷 钱 跑 路上 百户 家庭 被 坑 数百万元 
2018/7/5,000651.SZ,格力电器 再次 举牌 海立 股份 占 股数 逼近 第二 大 股东 
2018/7/5,000651.SZ,海立 股份 开盘 大涨 此前 或 格力电器 二次 举牌 
2018/7/5,000651.SZ,格力电器 二次 举牌 海立 股份 加强 利益 捆绑 
2018/7/5,000651.SZ,格力电器 举牌 海立 股份 增持 至 
2018/7/5,000651.SZ,看好 评级 家电行业 动态 跟踪 三则 公告 提振 家电行业 信心 
2018/7/5,000651.SZ,看好 中国 消费 升级 家电 股 迎来 配置 机会 
2018/7/5,000651.SZ,家电 板块 表现 强势 海立 股份 涨停 
2018/7/6,000651.SZ,格力 增持 海立 万股 持股 比例 达 
2018/7/6,000651.SZ,大佬 言论 李东生 格力 做 芯片 亿 不 一定 够 
2018/7/6,000651.SZ,持有 评级 格力电器 深度 研究 国内 空调 行业 的 标杆 企业 
2018/7/6,000651.SZ,格力 二次 举牌 海立 股份 海立 股份 大涨 
2018/7/9,000651.SZ,海立 股份 午后 涨停 两度 获 格力 举牌 
2018/7/9,000651.SZ,董明珠 超期服役 回应 格力 换届 推迟 一事 
2018/7/9,000651.SZ,格力 美的 竞争 升级 技术 专利 战再 打响 
2018/7/9,000651.SZ,格力电器 强势 二度 举牌 海立 股份 大 股东 似 反击 
2018/7/10,000651.SZ,格力电器 再次 中标 深圳 地铁 
2018/7/10,000651.SZ,长园 集团 新 董事长 格力 没有 进入 长园 并非 坏事 
2018/7/10,000651.SZ,对话 董明珠 格力 为什么 不能 做 芯片 
2018/7/10,000651.SZ,海立 股份 抵御 格力 举牌 
2018/7/10,000651.SZ,增持 评级 家用电器 行业 周报 家电 中 报 业绩 确定性 领先 产业 保持 向 好 信心 
2018/7/10,000651.SZ,安信 证券 家电 先生 一周 看 图 
2018/7/10,000651.SZ,优于 大 市 评级 海通 家电行业 周报 前瞻 中 报 坚定信心 
2018/7/10,000651.SZ,家电行业 每周 观点 白电 龙头 被 错 杀 配置 价值 进一步 凸显 
2018/7/11,000651.SZ,格力 不 分红 这 事儿 你 怎么 看 董明珠 下 一步 将 如何 走 
2018/7/11,000651.SZ,格力 投 开发 芯片 就 能 成功 吗 
